clusterNumber;ntc;cana;delta_1_deviation;delta_1_meanValue;epsilon_1_deviation;epsilon_1_meanValue;zeta_1_deviation;zeta_1_meanValue;alpha_2_deviation;alpha_2_meanValue;beta_2_deviation;beta_2_meanValue;gamma_2_deviation;gamma_2_meanValue;delta_2_deviation;delta_2_meanValue;chi_1_deviation;chi_1_meanValue;chi_2_deviation;chi_2_meanValue;NN_deviation;NN_meanValue;CC_deviation;CC_meanValue;mu_deviation;mu_meanValue;ribosePseudorotation_1;ribosePseudorotation_2;
2191;BA10;B-A;0.1715658654710426;2.3774875070666757;0.131423292675173;3.493974629567448;0.2235766771804736;4.115486376202629;0.19826940302655582;1.6610298491230036;0.2284635990860577;3.8179077387375955;0.15358897417550102;3.578972164139572;0.14713125594312196;1.5639895427121187;0.16196655458507378;4.430518306187605;0.14486232791552936;3.4990360843982318;0.169;3.988;0.192;4.426;0.0841248699461267;0.49218284906240095;2.6424284875194153;0.4375540434749784;
220;BB13;miB;0.13857914260834978;2.487966848717917;0.17208946424664087;3.2716196828633706;0.17174039839624203;5.11538550467018;0.18099064343181195;3.827157983773166;0.17523105690023066;1.711644397430839;0.11868238913561441;2.8136452871400586;0.14905111812031574;2.5424211213801393;0.17383479349863523;4.4156830075456535;0.13473941825396224;3.814766146084006;0.212;4.359;0.204;4.86;0.09826203688728076;0.4312708581677988;2.9167942459329237;3.1026718112703198;
221;BB03;BBw;0.10297442586766545;2.5319491458681735;0.13107422682477415;3.057467783643667;0.12775810124598494;4.790056132098437;0.2193878869756872;2.8410469563963696;0.16755160819145562;2.889043510826214;0.14276793281313616;3.0482175386080965;0.11205013797803595;2.5523694981165077;0.1837831702350029;4.2095596228851235;0.1551597705022959;4.06591902544599;0.28;4.512;0.273;5.211;0.08203047484373349;0.4663519761328848;3.1532863595781544;3.0288443839109593;
325;BA05;B-A;0.1986184688769547;2.2933626371205493;0.09878563566287904;3.2176890089767465;0.09197885158010115;4.690921430585159;0.14067353771074298;5.164603789576421;0.08220500776893291;2.9464648432168272;0.11780972450961724;0.9129817317182339;0.12077678423800761;1.8193312122788892;0.1303760951239764;4.378158428627775;0.14486232791552936;4.108505059194652;0.1;4.106;0.094;4.643;0.07819075048934597;0.42184608020702946;2.5953045977155678;1.7666222688686604;
326;BA01;B-A;0.06405358354819189;2.374694980263485;0.06981317007977318;3.2932617655881007;0.09878563566287904;4.448320664557948;0.09442231253289324;5.227959241423815;0.09913470151327791;2.818357676120443;0.061261056745000965;0.9299114254625788;0.056025068989017976;1.536762406381007;0.11903145498601327;4.4319145695892015;0.07836528341454539;3.932226804743225;0.167;4.161;0.168;4.681;0.11379546723003027;0.5134758659367318;2.721142836784359;1.0602875205865552;
35;BA09;B-A;0.10681415022205297;2.3403119939991965;0.0916297857297023;3.4885641088862656;0.10559241974565695;5.006826025196133;0.11588986233242347;4.475198735038661;0.17767451785302274;1.1901400169349332;0.13631021458075712;2.996555792749064;0.1174606586592184;1.575334182850082;0.12042771838760874;4.6167449373754;0.11344640137963143;3.2471850733354506;0.17;3.807;0.19;3.954;0.06946410422937431;0.39671333897831107;2.4701644903475746;0.630063859969953;
41;AB01;A-B;0.05811946409141117;1.5058700786207073;0.12304571226560024;3.2503266659890397;0.12863076587198208;4.907167724907257;0.1244419756671957;5.253441048502932;0.12461650859239512;3.1159363135854763;0.11327186845443199;0.9503317777109126;0.06632251157578452;2.475225945178358;0.14154620233674012;3.888069974667768;0.13386675362796507;4.4671702204794865;0.197;4.688;0.22;5.282;0.10088003076527224;0.30927234345339516;0.8890707209659113;2.8354619027899877;
410;AB03;A-B;0.12217304763960307;1.7980381954045583;0.14014993893514466;3.3981560536329596;0.10018189906447451;4.442037479250768;0.16894787159305108;5.593780252641826;0.16179202165987433;2.8204520712228365;0.1605702911834783;0.7000515629749255;0.14887658519511632;2.378709237543071;0.16126842288427604;3.9875537420314444;0.14800392056911915;4.467868352180284;0.255;4.578;0.264;5.131;0.10402162341886204;0.39322268047432246;1.7006488231432746;2.6677357616733324;
50;BB01;BBB;0.16510814723866357;2.282017996982586;0.12671090369478832;3.158173281483739;0.09704030641088471;4.634721828670942;0.13281955607676849;5.260422365510909;0.09599310885968812;3.0756192078644076;0.11466813185602746;0.848579082319643;0.06998770300497262;2.097013096271187;0.12671090369478832;4.320038964536365;0.10105456369047167;4.256508979763771;0.167;4.303;0.15;4.853;0.06527531402458793;0.44628068973495005;2.5949555318651694;2.2331487779267447;
54;BB00;BBB;0.10122909661567112;2.405412775098585;0.15690509975429023;3.195872393326817;0.17627825445142728;4.506091062798959;0.15812683023068627;5.300914004157178;0.16859880574265224;3.1344368036566164;0.10402162341886204;0.7719591281570918;0.08744099552491591;2.4109978287049665;0.154810704651897;4.4078290259116795;0.17139133254584316;4.507312793275355;0.239;4.373;0.239;4.947;0.10192722831646885;0.4457570909593517;2.7570966193754423;2.677160539634102;
552;AA08;AAA;0.07871434926494426;1.4346606451393389;0.15271630954950383;4.074645671705961;0.12461650859239512;4.795815718630019;0.16912240451825053;5.339311247701053;0.10559241974565695;2.6644196360945434;0.16598081186466074;0.9663888068292602;0.06161012259539983;1.3882348870362897;0.1583013631558857;3.3053045374268613;0.12740903539558604;3.4369023630272335;0.236;4.602;0.239;5.36;0.14713125594312196;0.40194932673429407;0.18011797880581482;0.2865830631774689;
55412029;AA07;AAu;0.05567600313861911;1.4402456987457208;0.21293016874330817;4.247084201803002;0.1733111947230369;3.7681658550557575;0.19093902016817965;5.161287663997632;0.20245819323134223;2.507863602190652;0.12391837689159739;0.919963048726211;0.06597344572538565;1.4372786390173302;0.17034413499464657;3.5505232973320644;0.21781709064889232;3.544938243725683;0.314;6.805;0.336;6.815;0.18936822384138477;6.023305781557631;0.2986258350162298;0.25185101106278174;
5542;OP07;OPN;0.07173303225696695;1.4309954537101508;0.22619467105846514;4.31811910235917;0.12531464029319286;3.383146222065809;0.21013764194011728;5.1094513852134;0.07487462491055674;2.60088965132195;0.12287117934040079;0.7627088831215221;0.06387905062299247;1.413018562414609;0.1759291886010284;3.429048381393259;0.08395033702092723;3.2724923474893677;0.232;7.758;0.164;7.506;0.19390607989657;5.652597848434035;0.29112091923265415;0.19128808601857855;
5548;AA12;AAu;0.06597344572538565;1.4376277048677293;0.18448130193580062;3.4510395299683876;0.16615534478986016;4.551818689201212;0.15550883635269475;5.206491691624285;0.1795943800302165;3.0754446749392086;0.12077678423800761;0.8665559736151845;0.056897733615015135;1.413716694115407;0.1551597705022959;3.501479545351024;0.1282817000215832;3.439869422755624;0.259;6.245;0.212;6.354;0.16755160819145562;6.184574204441907;0.2638937829015426;0.24783675378319478;
5549;AA13;AAu;0.04991641660703782;1.4475760816040968;0.16615534478986016;3.3163001117144253;0.1907644872429802;4.205196299755138;0.22636920398366453;5.350655887839015;0.1923352835697751;3.0309387790133524;0.19722220547535924;0.87720248205235;0.07504915783575616;1.441118363371718;0.14224433403753786;3.485422516232676;0.1827359726838063;3.349635900427517;0.234;7.277;0.189;6.925;0.1319468914507713;5.985606669714553;0.2822197400474831;0.2197369528260861;
556;OP01;OPN;0.05619960191421742;1.4421655609229143;0.19600047499896323;3.8561304493562716;0.16598081186466074;2.129301687433082;0.16667894356545848;4.8736574032689655;0.13543754995475998;2.522000769131806;0.13212142437597077;0.7815584390430608;0.05044001538263612;1.4264575976549656;0.1942551457469689;3.5718163142063952;0.07958701389094142;3.3786083660106234;0.235;8.281;0.271;7.39;0.18133970928221083;3.409151627920524;0.29897490086662865;0.2892010570554604;
55712229;OP04;OPN;0.044331363000655974;1.3981832637726574;0.12688543661998775;3.8543851201042774;0.11205013797803595;4.969475979203455;0.15777776438028737;2.894104965656997;0.13683381335635542;2.991843403768679;0.11780972450961724;0.9126326658678349;0.04817108735504349;1.4809118703171884;0.09896016858807849;3.5932838640059255;0.1233947781159991;3.392745532951777;0.237;7.243;0.204;7.147;0.09267698328089889;3.5950291932579197;0.3118903373313867;0.23544491609403506;
560;OP05;OPN;0.10611601852125523;1.3686871994139531;0.10681415022205297;3.5683256557024063;0.19390607989657;0.878424212528746;0.18919369091618532;1.204451716801287;0.14119713648634125;2.2012092526152487;0.08883725892651137;0.7922049474802262;0.0715584993317675;1.4730578886832142;0.13421581947836395;3.5081117965086026;0.12095131716320703;3.2580061146978148;0.458;9.111;0.197;8.922;0.11990411961201045;4.604178566761042;0.34697145529647266;0.27523842303950574;
615;AB05;A-B;0.046076692252650306;1.4493214108560915;0.14817845349431857;3.7274996834842895;0.15585790220309362;5.0167744019325005;0.1694714703686494;5.289220298168816;0.16912240451825053;3.0768409383408035;0.1153662635568252;1.0177014868378935;0.0486946861306418;2.538581397025752;0.15463617172669758;3.4234633277868776;0.15446163880149816;4.168544385463257;0.311;4.82;0.27;5.73;0.20699604928652748;0.29112091923265415;0.3036872898470133;2.8174850114944463;
616;AB04;A-B;0.08691739674931762;1.5114551322270893;0.15690509975429023;3.743905778453036;0.14713125594312196;5.186420405226349;0.15428710587629874;4.880464187351744;0.17575465567582899;3.646341873266553;0.1218239817892042;0.9655161422032631;0.16371188383706814;2.4268803248981152;0.21729349187329403;3.3789574318610223;0.18517943363659836;4.073773007079964;0.353;5.582;0.325;6.572;0.12915436464758037;0.13683381335635542;0.24329889772800953;2.735978135426311;
6162;IC02;ICL;0.06161012259539983;1.4292501244581564;0.182212373908208;3.88126319058499;0.16493361431346412;4.877148061772955;0.18430676901060122;5.217836331762247;0.18133970928221083;3.923151092632854;0.15062191444711065;0.9147270609702279;0.11152653920243764;2.5010568181078745;0.11030480872604163;3.5156167122921778;0.22479840765686968;4.250400327381791;0.249;7.659;0.262;7.847;0.20734511513692636;0.032812189937493394;0.30176742766981957;2.7539550267218527;
6181193;OP09;OPN;0.06161012259539983;1.4297737232337548;0.15393804002589986;3.453657523846379;0.15533430342749532;4.689699700108763;0.1998401993533507;3.5416221181468934;0.13473941825396224;2.5595253480496845;0.15969762655748115;0.8967501696746865;0.1054178868204575;2.5809928978492143;0.2165953601724963;3.554712087536851;0.1382300767579509;4.3617523336590285;0.21;7.817;0.162;6.722;0.16598081186466074;2.8373817649671813;0.2759365547403035;2.852566129459532;
6651126;AB2S;SYN;0.053407075111026485;1.4617132485452509;0.187448361664191;3.844960342143508;0.14590952546672592;5.001240971589752;0.15725416560468908;5.354844678043802;0.13700834628155484;2.983116757508708;0.12583823906879116;0.9171705219230202;0.08115781021773633;2.4390976296620757;0.13648474750595657;3.5376078608673063;0.10890854532444616;1.2116075667344637;0.217;4.782;0.166;5.656;0.2017600615305445;0.18465583486100007;0.38484510006474965;2.6124088243851125;
702;AA09;AAA;0.052883476335428184;1.5196581797114623;0.1349139511791617;4.0411353500676706;0.15742869852988853;4.747644631274975;0.1530653753999027;5.264960221566095;0.1165879940332212;2.694613832154045;0.13334315485236678;0.9117600012418378;0.04991641660703782;1.4842279958959779;0.11362093430483085;3.781430357370914;0.10768681484805012;4.066966222997187;0.202;4.705;0.19;5.444;0.09704030641088471;0.42586033748661634;0.33039082740252657;0.3600614246864302;
705;OP02;OPN;0.02565634000431664;1.4503686084072875;0.12112585008840647;3.951774492365561;0.15638150097869194;2.724633495288348;0.1998401993533507;5.088332901264269;0.20891591146372127;2.779960432576568;0.14241886696273728;0.7489207820307667;0.061435589670200394;1.5067427432467044;0.07103490055616922;3.6114352882266663;0.09896016858807849;3.077888135892;0.307;8.979;0.352;8.25;0.1647590813882647;4.5289548760000855;0.31154127148098787;0.10175269539126942;
7052;OP06;OPN;0.03787364476827695;1.4245377354777717;0.17453292519943295;3.7098718580391465;0.21746802479849348;2.4876177828675177;0.13980087308474579;5.251346653400539;0.18360863730980345;3.0028389780562437;0.1494001839707146;0.8326965861264946;0.038571776469074684;1.4084807063594238;0.1439896632895322;3.565358595974016;0.2090904443889207;3.509158994059799;0.294;10.121;0.32;8.983;0.21642082724729686;4.2472587347282005;0.3843215012891513;0.29513517651224114;
72512018;OP12;OPN;0.09965830028887622;2.4654521013671897;0.13910274138394804;4.494048290960199;0.1754055898254301;4.981693283967415;0.18360863730980345;4.805240496590788;0.14416419621473162;3.2079151651655775;0.1439896632895322;0.7459537223023764;0.05864306286700947;1.4440854231001083;0.17889624832941875;4.1444588417857355;0.11292280260403312;3.338116727364355;0.397;7.506;0.238;7.268;0.1850049007113989;1.2676326357234813;2.768266726588206;0.2267182698340634;
726120109;OP16;OPN;0.11623892818282235;2.5738370479160375;0.1839577031602023;4.681322119699191;0.16929693744344995;2.612583357310312;0.2284635990860577;5.387831400906495;0.17837264955382048;3.0981339552151343;0.14521139376592823;0.8286823288469076;0.04276056667386108;1.395914335745065;0.19634954084936207;4.000643711421402;0.16196655458507378;3.3985051194833584;0.385;8.859;0.335;7.409;0.19198621771937624;1.759291886010284;2.8405233576207713;0.2659881780039358;
727;OP10;OPN;0.09145525280450287;2.5596998809748834;0.13543754995475998;3.798883649890858;0.16598081186466074;2.657787384936965;0.12391837689159739;5.039987280984025;0.09896016858807849;3.045599544730105;0.11676252695842064;0.6914994496401533;0.054279739737023644;1.5193091138610637;0.10279989294246601;4.319689898685966;0.11990411961201045;3.2461378757842536;0.199;7.753;0.166;7.344;0.12863076587198208;0.6284930636431579;2.7487190389658696;0.02199114857512855;
728;OP15;OPN;0.09791297103688189;2.5937338013887734;0.1694714703686494;3.49973421609903;0.20612338466053032;2.641206757043019;0.11397000015522972;5.102819134055821;0.11205013797803595;2.592686603837577;0.13281955607676849;0.7197737835224615;0.0804596785169386;1.4924310433803514;0.18029251173101427;4.618141200776996;0.11571532940722405;3.285233251028926;0.262;6.91;0.246;6.611;0.2162462943220974;0.3893829561199349;2.8508208002075377;0.2515019452123829;
73112148;OP13;OPN;0.08342673824532895;2.553591228592903;0.16929693744344995;4.671373742962823;0.15917402778188283;4.332605335150723;0.18308503853420516;1.0822786691616837;0.16563174601426187;2.6782077371852986;0.15184364492350666;0.817512221634144;0.05585053606381855;1.4981906299119325;0.19006635554218249;4.176572900022431;0.15027284859671175;3.2531191927922305;0.168;10.499;0.154;8.914;0.14102260356114182;3.2899456400093112;2.816786879793648;0.19146261894377795;
73112149;OP14;OPN;0.11676252695842064;2.5785494368964224;0.17994344588061537;4.703662334124719;0.2155481626212997;3.967831521483909;0.19669860669976091;1.010196571054318;0.09128071987930345;3.425208657038872;0.12601277199399058;1.059414855960558;0.06440264939859076;1.539554933184198;0.17837264955382048;4.5256387504212965;0.15917402778188283;3.0716049505848204;0.183;9.562;0.106;8.159;0.14206980111233844;4.001865441897798;2.7871162825097446;0.14137166941154067;
8;AA00;AAA;0.08203047484373349;1.4325662500369456;0.12461650859239512;3.6000906480887034;0.1038470904936626;5.024977449416874;0.09896016858807849;5.121843222902559;0.10733774899765128;3.0117401572414146;0.10175269539126942;0.9587093581204851;0.0736528944341607;1.428726525682558;0.11554079648202462;3.467445624937134;0.10943214410004444;3.498337952697434;0.228;4.767;0.207;5.45;0.0853466004225227;0.31834805556376566;0.2986258350162298;0.32358404331974866;
86;BB04;B12;0.07330382858376185;2.445031749118856;0.1663298777150596;3.5131732513393854;0.15795229730548682;3.7379716589962553;0.1408480706359424;5.493423820652152;0.14957471689591406;2.6647687019449426;0.11239920382843484;0.8047713180945854;0.07661995416255106;2.4431118869416624;0.1541125729510993;4.582187418185913;0.1514945790731078;4.408003558836879;0.231;4.648;0.211;5.121;0.11676252695842064;0.4988151002199793;2.6848399883428775;2.771059253391397;
88;AA03;AAA;0.08569566627292158;1.3973105991466603;0.15655603390389136;3.895574890451343;0.16545721308906244;4.602433237509047;0.14643312424232427;5.884552106024082;0.1778490507782222;2.7124161905243875;0.1478293876439197;0.4731587602156627;0.07644542123735164;1.4020229881270447;0.1514945790731078;3.3492868345771183;0.14748032179352083;3.5276594841309388;0.245;4.946;0.244;5.655;0.10489428804485919;0.2816961412718848;0.23282692221604356;0.2509783464367846;
89;AA04;AAA;0.10716321607245181;1.3994049942490536;0.1684242728174528;3.5243433585521498;0.1303760951239764;5.215741936659854;0.14067353771074298;4.5277331455236896;0.18448130193580062;3.05642058609247;0.17243853009703977;1.4901621153527584;0.1101302758008422;1.3905038150638824;0.14189526818713902;3.476521337047505;0.14189526818713902;3.3695326539002526;0.313;4.708;0.319;5.387;0.13962634015954636;0.3349286834577119;0.29408797896104455;0.35098571257605965;
901;OPS1;OPN;0.11484266478122689;2.554114827368502;0.2071705822117269;4.5949283217254715;0.2256710722828668;5.040161813909224;0.16964600329384882;4.941201645321147;0.187448361664191;3.2117548895199657;0.07836528341454539;0.9260717011081913;0.04136430327226561;1.4374531719425296;0.20158552860534507;1.0948450397760427;0.08883725892651137;3.3541737564827026;0.559;8.21;0.428;7.504;0.14032447186034408;1.6372933712958806;2.801602515301298;0.2092649773141201;
9031;AA10;AAw;0.05480333851262195;1.3786355761503208;0.12374384396639797;3.539004124268902;0.1392772743091475;5.468640145273833;0.2040289895581371;3.665540495038491;0.1668534764906579;2.6816983956892875;0.16388641676226756;2.500184153481877;0.048520153205442354;1.403244718603441;0.11833332328521554;3.466049361535539;0.12566370614359174;3.1974431896536113;0.272;4.801;0.23;5.351;0.12042771838760874;0.2309070600388498;0.2816961412718848;0.24801128670839426;
904;AA11;AAw;0.05881759579220891;1.4191272147965892;0.19041542139258136;4.547455366071225;0.19634954084936207;3.943396911955988;0.18884462506578648;1.5922638765944268;0.17610372152622786;4.4792129923182475;0.17819811662862106;3.3567917503606943;0.07400196028455958;1.4561281949388691;0.1733111947230369;3.3058281362024595;0.2075196480621258;3.12117230134146;0.249;4.605;0.275;5.041;0.14119713648634125;0.1832595714594046;0.23212879051524585;0.12252211349000193;
905;AAS1;SYN;0.0879645943005142;1.370607061591147;0.19024088846738194;3.861715502962653;0.1726130630222392;5.2578043716329175;0.17366026057343578;5.080653452555493;0.1343903524035634;2.9864328830874975;0.10890854532444616;1.0217157441174805;0.05742133239061344;1.4072589758830278;0.12496557444279399;0.2621484536495483;0.14049900478554353;3.41962360343249;0.26;4.367;0.266;5.294;0.2230530784048753;0.7822565707438585;0.3216641811425549;0.23963370629882144;
906;BB17;BBw;0.13456488532876282;2.2446679509899075;0.14224433403753786;2.526015026411393;0.12496557444279399;4.805589562441186;0.19931660057775244;4.015653542988554;0.14625859131712485;4.214446544790707;0.1466076571675237;1.383871563906304;0.1998401993533507;2.365793801078314;0.14416419621473162;4.2846087807208795;0.15760323145508795;4.70610579507751;0.216;4.609;0.245;5.242;0.10053096491487339;0.420449816805434;2.6382396973146287;2.600540585471551;
908;ZZ01;ZZZ;0.054105206811824215;1.4215706757493816;0.13316862192716736;3.6692056864676785;0.1492256510455152;0.8524188066740307;0.16563174601426187;2.8949776302829946;0.20141099568014562;2.609441764656722;0.15550883635269475;0.8536405371504265;0.07347836150896127;2.570695455262448;0.12810716709638378;3.6238271259158266;0.13526301702956053;3.937637325424407;0.193;4.612;0.178;6.019;0.11868238913561441;5.340532978177449;0.29949849964222697;2.8377308308175806;
96;BB07;BB2;0.08482300164692441;2.5083872009662502;0.18203784098300854;4.316897371882774;0.15027284859671175;2.9576349504295907;0.1439896632895322;5.174901232163187;0.1254891732183923;2.4593434489852095;0.10332349171806432;0.8049458510197847;0.09651670763528641;2.4633577062647967;0.1715658654710426;4.724257219298251;0.1898918226169831;4.544488306342835;0.223;4.955;0.191;5.202;0.17453292519943295;0.8030259888425909;2.666514031196937;2.889741642527011;
97;BB20;miB;0.05026548245743669;2.488839513343914;0.06998770300497262;5.136329455694113;0.10262536001726656;1.9113100638589904;0.1593485607070823;2.61921560846789;0.07609635538695277;3.4693654871143282;0.12409290981679683;0.9377654070965532;0.08028514559173915;2.6471408764997992;0.1181587903600161;4.562290664713177;0.046949356878647465;3.233047906394296;0.207;5.478;0.191;5.233;0.05480333851262195;4.827929776866714;2.676287875008105;3.2325243076186974;
971;OP08;OPN;0.03560471674068432;1.3938199406426717;0.13212142437597077;3.5395277230445004;0.09354964790689607;4.856902242449819;0.13177235852557187;4.4066072954352835;0.11903145498601327;1.4486232791552935;0.09634217471008698;2.920284904436912;0.04782202150464464;1.467472835076832;0.07976154681614087;3.5081117965086026;0.079412480965742;3.089930907730761;0.127;7.19;0.11;5.941;0.12793263417118436;5.549099823790771;0.18919369091618532;0.07766715171374766;
973;IC05;ICL;0.09965830028887622;2.4581217185088136;0.143116998663535;4.454603849865127;0.10733774899765128;3.034080371666943;0.17243853009703977;5.0387655505076285;0.14329153158873445;3.114190984333482;0.15027284859671175;0.8655087760639881;0.09634217471008698;2.565110401656066;0.13316862192716736;4.772951905428894;0.0804596785169386;4.806113161216786;0.104;7.261;0.115;7.114;0.11606439525762292;0.7958701389094144;2.562666940703274;3.1007519490931257;
991;IC03;ICL;0.08237954069413235;1.4217452086745808;0.17872171540421936;4.169591583014453;0.15603243512829304;4.477642195991453;0.1621410875102732;1.211433033809264;0.15969762655748115;3.1161108465106753;0.16126842288427604;5.259200635034513;0.10227629416686772;2.54852977376212;0.11885692206081383;3.511427922087391;0.17889624832941875;4.634547295745743;0.424;7.5;0.28;7.76;0.22968532956245377;6.28196357670319;0.3361504139341079;2.8979446900113848;
992;IC04;ICL;0.06597344572538565;1.4793410739903938;0.15498523757709648;3.5981707859115097;0.13055062804917586;5.006302426420534;0.1923352835697751;3.3873350122705945;0.16667894356545848;3.157649682708141;0.17278759594743864;3.2012829140079986;0.11501719770642631;2.6021113817983457;0.20088739690454732;3.6932912301452006;0.15917402778188283;4.266457356500139;0.212;6.967;0.26;7.199;0.14433872913993104;0.4307472593922005;0.28082347664588764;2.9475120407680233;
993;OP17;OPN;0.02129301687433082;2.534218073895766;0.12374384396639797;4.653222318742082;0.1356120828799594;5.1267301448081435;0.12985249634837814;5.078384524527901;0.19338248112097173;2.4033183799961915;0.13212142437597077;3.096563158888339;0.034033920413889425;1.4627604460964476;0.10524335389525807;4.082499653339936;0.10873401239924674;3.4014721792117486;0.328;10.107;0.329;7.875;0.19687313962496036;3.3272956860019898;2.8288296516324096;0.3661700770684103;
